Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Tissue
SRR5353444,ATAC-seq,152,22534000,PRJNA379613,SAMN06613313,7097042,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649669,GSM2540366,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540366,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353445,ATAC-seq,152,23865064,PRJNA379613,SAMN06613312,7626199,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649670,GSM2540367,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540367,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353446,ATAC-seq,152,74903776,PRJNA379613,SAMN06613311,25873617,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649671,GSM2540368,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540368,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353447,ATAC-seq,152,24921920,PRJNA379613,SAMN06613378,8465864,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649672,GSM2540369,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540369,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353448,ATAC-seq,152,15768784,PRJNA379613,SAMN06613377,4805923,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649673,GSM2540370,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540370,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353449,ATAC-seq,152,34804656,PRJNA379613,SAMN06613376,11521586,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649674,GSM2540371,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540371,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353450,ATAC-seq,152,17493680,PRJNA379613,SAMN06613375,5221461,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649675,GSM2540372,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540372,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353451,ATAC-seq,152,34326616,PRJNA379613,SAMN06613374,11222414,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649676,GSM2540373,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540373,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353452,ATAC-seq,152,37261128,PRJNA379613,SAMN06613373,12397831,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649677,GSM2540374,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540374,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353453,ATAC-seq,152,30658400,PRJNA379613,SAMN06613372,9930280,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649678,GSM2540375,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540375,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353454,ATAC-seq,152,26678736,PRJNA379613,SAMN06613466,8772591,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649679,GSM2540376,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540376,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353455,ATAC-seq,152,20068104,PRJNA379613,SAMN06613465,5952052,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649680,GSM2540377,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540377,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353456,ATAC-seq,152,23934832,PRJNA379613,SAMN06613464,7598383,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649681,GSM2540378,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540378,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353457,ATAC-seq,152,26947928,PRJNA379613,SAMN06613463,8807379,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649682,GSM2540379,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540379,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353458,ATAC-seq,152,16756024,PRJNA379613,SAMN06613462,5258564,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649683,GSM2540380,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540380,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353459,ATAC-seq,152,15827152,PRJNA379613,SAMN06613461,4478087,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649684,GSM2540381,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540381,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353460,ATAC-seq,152,39053664,PRJNA379613,SAMN06613460,13065718,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649685,GSM2540382,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540382,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353461,ATAC-seq,152,18549168,PRJNA379613,SAMN06613459,5506151,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649686,GSM2540383,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540383,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353462,ATAC-seq,152,1365112,PRJNA379613,SAMN06613458,542643,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649687,GSM2540384,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540384,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353463,ATAC-seq,152,29679976,PRJNA379613,SAMN06613457,9504080,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649688,GSM2540385,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540385,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353464,ATAC-seq,152,30854936,PRJNA379613,SAMN06613456,10124171,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649689,GSM2540386,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540386,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353465,ATAC-seq,152,22152024,PRJNA379613,SAMN06613455,6995604,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649690,GSM2540387,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540387,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353466,ATAC-seq,152,27040952,PRJNA379613,SAMN06613454,8660187,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649691,GSM2540388,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540388,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353467,ATAC-seq,152,14066688,PRJNA379613,SAMN06613453,4534778,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649692,GSM2540389,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540389,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353468,ATAC-seq,152,29341168,PRJNA379613,SAMN06613452,9549869,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649693,GSM2540390,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540390,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353469,ATAC-seq,152,15571184,PRJNA379613,SAMN06613451,3965087,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649694,GSM2540391,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540391,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353470,ATAC-seq,152,101006432,PRJNA379613,SAMN06613450,35497227,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649695,GSM2540392,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540392,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353471,ATAC-seq,152,25568528,PRJNA379613,SAMN06613449,7832493,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649696,GSM2540393,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540393,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353472,ATAC-seq,152,21745880,PRJNA379613,SAMN06613448,6770590,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649697,GSM2540394,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540394,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353473,ATAC-seq,152,34062896,PRJNA379613,SAMN06613447,14833877,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649698,GSM2540395,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540395,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353474,ATAC-seq,152,20822784,PRJNA379613,SAMN06613446,8708551,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649699,GSM2540396,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540396,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353475,ATAC-seq,152,32521920,PRJNA379613,SAMN06613445,13892653,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649700,GSM2540397,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540397,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353476,ATAC-seq,152,17305960,PRJNA379613,SAMN06613444,7418421,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649701,GSM2540398,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540398,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353477,ATAC-seq,152,12217912,PRJNA379613,SAMN06613489,5375908,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649702,GSM2540399,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540399,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353478,ATAC-seq,152,37856664,PRJNA379613,SAMN06613488,17989985,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649703,GSM2540400,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540400,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353479,ATAC-seq,152,9637256,PRJNA379613,SAMN06613487,3950599,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649704,GSM2540401,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540401,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353480,ATAC-seq,152,25814768,PRJNA379613,SAMN06613486,11435335,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649705,GSM2540402,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540402,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353481,ATAC-seq,152,38408272,PRJNA379613,SAMN06613485,16505479,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649706,GSM2540403,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540403,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353482,ATAC-seq,152,2069632,PRJNA379613,SAMN06613484,1070461,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649707,GSM2540404,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540404,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353483,ATAC-seq,152,14670128,PRJNA379613,SAMN06613483,6432747,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649708,GSM2540405,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540405,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353484,ATAC-seq,152,24610472,PRJNA379613,SAMN06613482,10143101,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649709,GSM2540406,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540406,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353485,ATAC-seq,152,167960,PRJNA379613,SAMN06613481,161613,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649710,GSM2540407,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540407,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353486,ATAC-seq,152,1970832,PRJNA379613,SAMN06613480,1028644,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649711,GSM2540408,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540408,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353487,ATAC-seq,152,655576,PRJNA379613,SAMN06613479,380552,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649712,GSM2540409,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540409,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353488,ATAC-seq,152,116280,PRJNA379613,SAMN06613478,137915,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649713,GSM2540410,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540410,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353489,ATAC-seq,152,65360,PRJNA379613,SAMN06613477,114412,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649714,GSM2540411,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540411,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353490,ATAC-seq,152,5099904,PRJNA379613,SAMN06613476,2478430,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649715,GSM2540412,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540412,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353491,ATAC-seq,152,98040,PRJNA379613,SAMN06613475,127638,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649716,GSM2540413,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540413,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353492,ATAC-seq,152,1977368,PRJNA379613,SAMN06613474,1044590,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649717,GSM2540414,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540414,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353493,ATAC-seq,152,787360,PRJNA379613,SAMN06613473,463253,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649718,GSM2540415,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540415,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353494,ATAC-seq,152,3774160,PRJNA379613,SAMN06613472,1915673,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649719,GSM2540416,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540416,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353495,ATAC-seq,152,1607096,PRJNA379613,SAMN06613471,858544,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649720,GSM2540417,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540417,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353496,ATAC-seq,152,296704,PRJNA379613,SAMN06613470,223609,HSC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649721,GSM2540418,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540418,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353497,ATAC-seq,152,36548096,PRJNA379613,SAMN06613469,14755900,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649722,GSM2540419,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540419,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353498,ATAC-seq,152,92462056,PRJNA379613,SAMN06613468,38636139,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649723,GSM2540420,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540420,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353499,ATAC-seq,152,29236744,PRJNA379613,SAMN06613467,11678756,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649724,GSM2540421,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540421,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353500,ATAC-seq,152,27484488,PRJNA379613,SAMN06613534,11165187,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649725,GSM2540422,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540422,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353501,ATAC-seq,152,11732728,PRJNA379613,SAMN06613533,4922552,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649726,GSM2540423,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540423,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353502,ATAC-seq,152,30484968,PRJNA379613,SAMN06613530,12197642,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649727,GSM2540424,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540424,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353503,ATAC-seq,152,68554584,PRJNA379613,SAMN06613529,28626267,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649728,GSM2540425,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540425,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353504,ATAC-seq,152,19401128,PRJNA379613,SAMN06613528,7904604,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649729,GSM2540426,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540426,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353505,ATAC-seq,152,30592432,PRJNA379613,SAMN06613177,12110565,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649730,GSM2540427,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540427,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353506,ATAC-seq,152,18423616,PRJNA379613,SAMN06613280,7474784,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649731,GSM2540428,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540428,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353507,ATAC-seq,152,24572016,PRJNA379613,SAMN06613532,10493769,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649732,GSM2540429,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540429,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353508,ATAC-seq,152,16610104,PRJNA379613,SAMN06613531,6032096,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649733,GSM2540430,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540430,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353509,ATAC-seq,152,57533672,PRJNA379613,SAMN06613279,24584209,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649734,GSM2540431,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540431,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353510,ATAC-seq,152,27855976,PRJNA379613,SAMN06613278,11480246,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649735,GSM2540432,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540432,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5353511,ATAC-seq,152,34453992,PRJNA379613,SAMN06613277,14379668,HSC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2649736,GSM2540433,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2540433,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
