Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2540399,"singles-BM0106-HSC-LS-160219-5","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649702",SRX2649702,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540400,"singles-BM0106-HSC-LS-160219-6","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649703",SRX2649703,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540401,"singles-BM0106-HSC-LS-160219-7","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649704",SRX2649704,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540402,"singles-BM0106-HSC-LS-160219-8","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649705",SRX2649705,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540403,"singles-BM0106-HSC-LS-160219-9","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649706",SRX2649706,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540404,"singles-BM0106-HSC-LS-160219-10","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649707",SRX2649707,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540405,"singles-BM0106-HSC-LS-160219-11","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649708",SRX2649708,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540406,"singles-BM0106-HSC-LS-160219-12","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649709",SRX2649709,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540407,"singles-BM0106-HSC-LS-160219-13","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649710",SRX2649710,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540408,"singles-BM0106-HSC-LS-160219-14","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649711",SRX2649711,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540409,"singles-BM0106-HSC-LS-160219-15","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649712",SRX2649712,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540410,"singles-BM0106-HSC-LS-160219-16","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649713",SRX2649713,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540411,"singles-BM0106-HSC-LS-160219-17","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649714",SRX2649714,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540412,"singles-BM0106-HSC-LS-160219-18","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649715",SRX2649715,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540413,"singles-BM0106-HSC-LS-160219-19","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649716",SRX2649716,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540414,"singles-BM0106-HSC-LS-160219-20","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649717",SRX2649717,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540415,"singles-BM0106-HSC-LS-160219-21","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649718",SRX2649718,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540416,"singles-BM0106-HSC-LS-160219-22","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649719",SRX2649719,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540417,"singles-BM0106-HSC-LS-160219-23","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649720",SRX2649720,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540418,"singles-BM0106-HSC-LS-160219-24","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649721",SRX2649721,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540419,"singles-BM0106-HSC-LS-160219-25","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649722",SRX2649722,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540420,"singles-BM0106-HSC-LS-160219-26","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649723",SRX2649723,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540421,"singles-BM0106-HSC-LS-160219-27","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649724",SRX2649724,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540422,"singles-BM0106-HSC-LS-160219-28","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649725",SRX2649725,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540423,"singles-BM0106-HSC-LS-160219-29","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649726",SRX2649726,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540424,"singles-BM0106-HSC-LS-160219-30","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649727",SRX2649727,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540425,"singles-BM0106-HSC-LS-160219-31","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649728",SRX2649728,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540426,"singles-BM0106-HSC-LS-160219-32","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649729",SRX2649729,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540427,"singles-BM0106-HSC-LS-160219-33","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649730",SRX2649730,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540428,"singles-BM0106-HSC-LS-160219-34","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649731",SRX2649731,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540429,"singles-BM0106-HSC-LS-160219-35","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649732",SRX2649732,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540430,"singles-BM0106-HSC-LS-160219-36","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649733",SRX2649733,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540431,"singles-BM0106-HSC-LS-160219-37","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649734",SRX2649734,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540432,"singles-BM0106-HSC-LS-160219-38","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649735",SRX2649735,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540433,"singles-BM0106-HSC-LS-160219-39","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649736",SRX2649736,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540434,"singles-BM0106-HSC-LS-160219-40","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649737",SRX2649737,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540435,"singles-BM0106-HSC-LS-160219-41","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649738",SRX2649738,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540436,"singles-BM0106-HSC-LS-160219-42","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649739",SRX2649739,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540437,"singles-BM0106-HSC-LS-160219-43","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649740",SRX2649740,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540438,"singles-BM0106-HSC-LS-160219-44","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649741",SRX2649741,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540439,"singles-BM0106-HSC-LS-160219-45","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649742",SRX2649742,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540440,"singles-BM0106-HSC-LS-160219-46","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649743",SRX2649743,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540441,"singles-BM0106-HSC-LS-160219-47","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649744",SRX2649744,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540442,"singles-BM0106-HSC-LS-160219-48","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649745",SRX2649745,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540443,"singles-BM0106-HSC-LS-160219-49","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649746",SRX2649746,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540444,"singles-BM0106-HSC-LS-160219-50","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649747",SRX2649747,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540445,"singles-BM0106-HSC-LS-160219-51","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649748",SRX2649748,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540446,"singles-BM0106-HSC-LS-160219-52","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649749",SRX2649749,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540447,"singles-BM0106-HSC-LS-160219-53","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649750",SRX2649750,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540448,"singles-BM0106-HSC-LS-160219-54","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649751",SRX2649751,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540449,"singles-BM0106-HSC-LS-160219-55","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649752",SRX2649752,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540450,"singles-BM0106-HSC-LS-160219-56","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649753",SRX2649753,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540451,"singles-BM0106-HSC-LS-160219-57","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649754",SRX2649754,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540452,"singles-BM0106-HSC-LS-160219-58","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649755",SRX2649755,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540453,"singles-BM0106-HSC-LS-160219-59","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649756",SRX2649756,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540454,"singles-BM0106-HSC-LS-160219-60","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649757",SRX2649757,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540455,"singles-BM0106-HSC-LS-160219-61","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649758",SRX2649758,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540456,"singles-BM0106-HSC-LS-160219-62","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649759",SRX2649759,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540457,"singles-BM0106-HSC-LS-160219-63","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649760",SRX2649760,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540458,"singles-BM0106-HSC-LS-160219-64","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649761",SRX2649761,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540459,"singles-BM0106-HSC-LS-160219-65","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649762",SRX2649762,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540460,"singles-BM0106-HSC-LS-160219-66","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649763",SRX2649763,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540461,"singles-BM0106-HSC-LS-160219-67","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649764",SRX2649764,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540462,"singles-BM0106-HSC-LS-160219-68","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649765",SRX2649765,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540463,"singles-BM0106-HSC-LS-160219-69","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649766",SRX2649766,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540464,"singles-BM0106-HSC-LS-160219-70","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649767",SRX2649767,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540465,"singles-BM0106-HSC-LS-160219-71","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649768",SRX2649768,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540466,"singles-BM0106-HSC-LS-160219-72","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649769",SRX2649769,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540467,"singles-BM0106-HSC-LS-160219-73","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649770",SRX2649770,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540468,"singles-BM0106-HSC-LS-160219-74","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649771",SRX2649771,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540469,"singles-BM0106-HSC-LS-160219-75","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649772",SRX2649772,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540470,"singles-BM0106-HSC-LS-160219-76","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649773",SRX2649773,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540471,"singles-BM0106-HSC-LS-160219-77","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649774",SRX2649774,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540472,"singles-BM0106-HSC-LS-160219-78","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649775",SRX2649775,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540473,"singles-BM0106-HSC-LS-160219-79","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649776",SRX2649776,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540474,"singles-BM0106-HSC-LS-160219-80","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649777",SRX2649777,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540475,"singles-BM0106-HSC-LS-160219-81","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649778",SRX2649778,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540476,"singles-BM0106-HSC-LS-160219-82","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649779",SRX2649779,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540477,"singles-BM0106-HSC-LS-160219-83","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649780",SRX2649780,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540478,"singles-BM0106-HSC-LS-160219-84","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649781",SRX2649781,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540479,"singles-BM0106-HSC-LS-160219-85","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649782",SRX2649782,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540480,"singles-BM0106-HSC-LS-160219-86","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649783",SRX2649783,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540481,"singles-BM0106-HSC-LS-160219-87","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649784",SRX2649784,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540482,"singles-BM0106-HSC-LS-160219-88","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649785",SRX2649785,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540483,"singles-BM0106-HSC-LS-160219-89","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649786",SRX2649786,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540484,"singles-BM0106-HSC-LS-160219-90","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649787",SRX2649787,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540485,"singles-BM0106-HSC-LS-160219-91","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649788",SRX2649788,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540486,"singles-BM0106-HSC-LS-160219-92","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649789",SRX2649789,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540487,"singles-BM0106-HSC-LS-160219-93","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649790",SRX2649790,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540488,"singles-BM0106-HSC-LS-160219-94","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649791",SRX2649791,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540489,"singles-BM0106-HSC-LS-160219-95","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649792",SRX2649792,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540490,"singles-BM0106-HSC-LS-160219-96","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649793",SRX2649793,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540491,"singles-BM0106-HSC-SIM-160219-1","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649794",SRX2649794,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540492,"singles-BM0106-HSC-SIM-160219-2","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649795",SRX2649795,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540493,"singles-BM0106-HSC-SIM-160219-3","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649796",SRX2649796,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540494,"singles-BM0106-HSC-SIM-160219-4","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649797",SRX2649797,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540495,"singles-BM0106-HSC-SIM-160219-5","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649798",SRX2649798,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540496,"singles-BM0106-HSC-SIM-160219-6","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649799",SRX2649799,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540497,"singles-BM0106-HSC-SIM-160219-7","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649800",SRX2649800,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540498,"singles-BM0106-HSC-SIM-160219-8","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2649801",SRX2649801,"Jason Daniel Buenrostro","Apr 26, 2018"
